id,user_id,image_url,status,confidence,vision_ai_tag,vision_ai_confidence,seed_variety,recommendation,risk_factors,created_at
55f0c7b1-c75d-484d-b907-ae7a3abc1235,35f7287d-9c8a-4e6c-b2d8-e0546a356f55,https://example.com/seeds/0.jpg,genuine,0.8094,Maize,0.7333,JK Seeds Maize Hybrid 287,Safe to use,[],2026-03-17 02:27:40+00
49c0a6f3-ccde-49b5-8ccd-76b1aec19515,32c4d7bd-29ad-4566-98ed-1f03e3f9990d,https://example.com/seeds/1.jpg,genuine,0.9151,Mustard,0.9693,Monsanto Mustard Hybrid 179,Safe to use,[],2026-03-06 21:13:40+00
fc6c99c4-5538-40a8-ac72-dba79f6aa2f9,26d1d0ec-2717-4cf4-97e7-e25c9c50d83c,https://example.com/seeds/2.jpg,suspicious,0.6679,Maize,0.8413,Nuziveedu Maize Hybrid 118,Consult local officer,[],2026-03-07 11:50:40+00
84b779c2-0f4d-4326-8156-9d14b222fb5c,c587dc64-3487-44f4-ae99-28ddc43dc623,https://example.com/seeds/3.jpg,genuine,0.635,Maize,0.9345,JK Seeds Maize Hybrid 287,Safe to use,[],2026-04-12 20:41:40+00
3af3f50e-2e4d-43c7-b17b-4c1661a7abec,94d5fca4-236b-492f-8502-a7df749b4ba3,https://example.com/seeds/4.jpg,suspicious,0.8896,Wheat,0.7402,Monsanto Wheat Hybrid 143,Consult local officer,[],2026-03-20 19:07:40+00
ae128c0d-2441-49af-9f70-0a75e4b89e50,de57abc3-e71d-4775-8d2c-3aa3272f092a,https://example.com/seeds/5.jpg,fake,0.6815,Maize,0.7166,Mahyco Maize Hybrid 394,Consult local officer,[],2026-03-30 07:49:40+00
6ad86579-e029-4396-a8fc-2e9eaba374f1,bca6715e-0db4-4e73-ad4d-89dc0bc60ba1,https://example.com/seeds/6.jpg,genuine,0.7469,Maize,0.861,Kaveri Maize Hybrid 270,Safe to use,[],2026-04-05 01:12:40+00
f2680602-9f4e-4613-9b45-b438f91e4dae,1094560a-6097-469f-98fc-cf5a68abfd16,https://example.com/seeds/7.jpg,genuine,0.6593,Tomato,0.9056,Kaveri Tomato Hybrid 750,Safe to use,[],2026-03-08 07:10:40+00
04c622dd-8d47-41f7-b0a8-33d1b07cbebc,de57abc3-e71d-4775-8d2c-3aa3272f092a,https://example.com/seeds/8.jpg,genuine,0.9416,Potato,0.9212,Mahyco Potato Hybrid 372,Safe to use,[],2026-05-01 23:45:40+00
895870d9-7c3c-423a-9979-bc5364ed4fc8,11eccc01-1638-4062-b563-7474e77ffe00,https://example.com/seeds/9.jpg,fake,0.8516,Potato,0.8621,Mahyco Potato Hybrid 310,Consult local officer,[],2026-03-21 08:00:40+00
7bc19b7d-c9db-4adb-b234-a14b45982aaa,fe7dab0a-0b99-4044-8d5a-3d09c11c4f9d,https://example.com/seeds/10.jpg,genuine,0.9296,Chilli,0.7401,Monsanto Chilli Hybrid 173,Safe to use,[],2026-03-07 14:44:40+00
18f69c47-1b63-4e84-841a-c39c8bac47f9,0e758853-777a-41ac-a9b5-d3285eff8178,https://example.com/seeds/11.jpg,fake,0.6949,Potato,0.7774,JK Seeds Potato Hybrid 755,Consult local officer,[],2026-03-19 03:35:40+00
8bd36899-888f-4d89-913c-1b1c424201d6,d0dba60b-a694-4c5b-8872-cbe3acd2206b,https://example.com/seeds/12.jpg,genuine,0.8996,Wheat,0.9183,Monsanto Wheat Hybrid 143,Safe to use,[],2026-03-27 13:47:40+00
a272007a-064c-4688-8e0c-a62ae6e75e25,b581a109-0deb-42bf-9e4c-d54dd3884f99,https://example.com/seeds/13.jpg,genuine,0.9853,Wheat,0.8249,Kaveri Wheat Hybrid 219,Safe to use,[],2026-04-06 15:46:40+00
b4a938ee-4d92-4309-adbf-1399b9767020,b0f528fc-1837-49bc-8aba-9b91e3956534,https://example.com/seeds/14.jpg,fake,0.8516,Wheat,0.7555,Monsanto Wheat Hybrid 143,Consult local officer,[],2026-04-06 16:44:40+00
dec1c123-84fb-4873-b3d5-b741d2129017,a29d68c4-1dfe-4193-8a7e-b2dd9aa217bd,https://example.com/seeds/15.jpg,genuine,0.8296,Maize,0.9636,JK Seeds Maize Hybrid 287,Safe to use,[],2026-03-27 23:05:40+00
f6607be2-720c-4f7e-961e-c1f11df67648,8d0b4473-3ed0-41d3-8bf6-90fd18c5a6ff,https://example.com/seeds/16.jpg,suspicious,0.8367,Maize,0.7571,Mahyco Maize Hybrid 181,Consult local officer,[],2026-05-01 21:17:40+00
731dabf8-7267-4641-a393-e211135970ce,71b4f617-fcc0-4137-a6ed-2acad12fd3ca,https://example.com/seeds/17.jpg,genuine,0.7945,Maize,0.8893,Syngenta Maize Hybrid 739,Safe to use,[],2026-03-10 11:52:40+00
642d6804-0e5f-47eb-9638-8a69932613f7,631cfe43-63cd-4450-ac62-e70efccde747,https://example.com/seeds/18.jpg,fake,0.8847,Rice,0.7348,Kaveri Rice Hybrid 253,Consult local officer,[],2026-04-11 17:11:40+00
28a12ef7-2ab6-48b8-8b77-b71231f1af99,d57c79e7-e981-4893-a92b-35365d753a20,https://example.com/seeds/19.jpg,genuine,0.6981,Maize,0.8399,Nuziveedu Maize Hybrid 118,Safe to use,[],2026-05-04 13:07:40+00
0448c6e0-4161-4b4a-97a3-4c30fb629501,631cfe43-63cd-4450-ac62-e70efccde747,https://example.com/seeds/20.jpg,genuine,0.7834,Mustard,0.8466,Syngenta Mustard Hybrid 510,Safe to use,[],2026-03-18 21:48:40+00
3c1d8f21-416a-492e-86f3-82caa50bf751,eeff9d55-6eec-461e-916e-d3254e2e7995,https://example.com/seeds/21.jpg,genuine,0.6439,Maize,0.8992,Syngenta Maize Hybrid 739,Safe to use,[],2026-03-29 00:41:40+00
4c536aff-0117-443e-a27e-c2638b9dbfc6,7b606994-6e78-4dbb-a29a-77e37894d8b9,https://example.com/seeds/22.jpg,genuine,0.6933,Potato,0.9111,JK Seeds Potato Hybrid 755,Safe to use,[],2026-03-23 10:27:40+00
f2576151-85e9-4e1e-9945-c6ad1383348f,2971bcb1-e55b-4ec2-b9c3-85b06fa025c7,https://example.com/seeds/23.jpg,fake,0.9391,Potato,0.9732,Nuziveedu Potato Hybrid 747,Consult local officer,[],2026-03-12 02:37:40+00
81857d31-d214-4c39-b656-b14ec22d5462,1094560a-6097-469f-98fc-cf5a68abfd16,https://example.com/seeds/24.jpg,suspicious,0.7337,Maize,0.7309,Mahyco Maize Hybrid 394,Consult local officer,[],2026-04-03 02:45:40+00
26f56077-bbc1-4877-9e58-c234e7ce716c,11eccc01-1638-4062-b563-7474e77ffe00,https://example.com/seeds/25.jpg,fake,0.7889,Maize,0.7796,Mahyco Maize Hybrid 181,Consult local officer,[],2026-03-29 19:33:40+00
af112338-df82-45cb-b50b-270a4b4d107b,fe7dab0a-0b99-4044-8d5a-3d09c11c4f9d,https://example.com/seeds/26.jpg,genuine,0.9698,Potato,0.876,JK Seeds Potato Hybrid 755,Safe to use,[],2026-04-28 08:09:40+00
b83dae87-abfa-4b4a-87d3-ecfc8bf14507,b581a109-0deb-42bf-9e4c-d54dd3884f99,https://example.com/seeds/27.jpg,fake,0.9562,Maize,0.8605,Mahyco Maize Hybrid 394,Consult local officer,[],2026-03-23 16:13:40+00
9d2579c6-4fab-4a6d-873e-19cf83bd172d,2971bcb1-e55b-4ec2-b9c3-85b06fa025c7,https://example.com/seeds/28.jpg,suspicious,0.8266,Chilli,0.8528,Mahyco Chilli Hybrid 169,Consult local officer,[],2026-03-10 18:30:40+00
fe1438d4-9592-4339-be12-8b65f3d1cd92,08329ff6-dcd5-4767-a95d-b428f9f78f78,https://example.com/seeds/29.jpg,fake,0.6676,Chilli,0.9212,Mahyco Chilli Hybrid 169,Consult local officer,[],2026-03-29 00:43:40+00
b4c344ce-940e-4ae8-bbbc-11aad142bb6f,35f7287d-9c8a-4e6c-b2d8-e0546a356f55,https://example.com/seeds/30.jpg,genuine,0.7309,Mustard,0.9385,Rasi Seeds Mustard Hybrid 766,Safe to use,[],2026-03-22 13:47:40+00
15b4f328-253b-455c-bf4f-077813c5697e,35f7287d-9c8a-4e6c-b2d8-e0546a356f55,https://example.com/seeds/31.jpg,genuine,0.9038,Mustard,0.8214,Rasi Seeds Mustard Hybrid 766,Safe to use,[],2026-04-20 02:56:40+00
3685a125-40e4-40a5-b294-649ae60525c4,c7b53eb4-6795-40e7-af12-e5a814c3f637,https://example.com/seeds/32.jpg,genuine,0.772,Maize,0.8209,Syngenta Maize Hybrid 404,Safe to use,[],2026-05-01 06:02:40+00
a2b0b9e2-31a4-494f-b793-47e32ddda591,e5a777ea-a962-4e85-aaab-3dec6983099b,https://example.com/seeds/33.jpg,fake,0.7667,Tomato,0.9443,Monsanto Tomato Hybrid 630,Consult local officer,[],2026-04-22 14:54:40+00
3b953f2a-6fd1-4e1a-980a-cb7c0f05c9b5,acb10a40-1a6c-4f60-a14b-3f1fdbd533ff,https://example.com/seeds/34.jpg,suspicious,0.7152,Wheat,0.961,Monsanto Wheat Hybrid 143,Consult local officer,[],2026-04-14 03:23:40+00
bbc91ac6-76c7-483b-98bc-8f2f00ae036e,bca6715e-0db4-4e73-ad4d-89dc0bc60ba1,https://example.com/seeds/35.jpg,fake,0.6082,Wheat,0.8458,Kaveri Wheat Hybrid 219,Consult local officer,[],2026-03-18 19:17:40+00
1c24228e-3fc2-48ce-94c2-3bfefb6dfaa6,221d089f-1c61-475c-84b1-b6252ce6d094,https://example.com/seeds/36.jpg,suspicious,0.9127,Tomato,0.9158,Kaveri Tomato Hybrid 750,Consult local officer,[],2026-03-31 11:06:40+00
